STATECODE,COUNTYCODE,SITENUM,PARAMETERCODE,POC,LATITUDE,LONGITUDE,DATUM,PARAMETERNAME,SAMPLEDURATION,POLLUTANTSTANDARD,METRICUSED,METHODNAME,YEAR,UNITSOFMEASURE,EVENTTYPE,OBSERVATIONCOUNT,OBSERVATIONPERCENT,COMPLETENESSINDICATOR,VALIDDAYCOUNT,REQUIREDDAYCOUNT,EXCEPTIONALDATACOUNT,NULLDATACOUNT,PRIMARYEXCEEDANCECOUNT,SECONDARYEXCEEDANCECOUNT,CERTIFICATIONINDICATOR,NUMOBSBELOWMDL,ARITHMETICMEAN,ARITHMETICSTANDARDDEV,1STMAXVALUE,1STMAXDATETIME,2NDMAXVALUE,2NDMAXDATETIME,3RDMAXVALUE,3RDMAXDATETIME,4THMAXVALUE,4THMAXDATETIME,1STMAXNONOVERLAPPINGVALUE,1STNOMAXDATETIME,2NDMAXNONOVERLAPPINGVALUE,2NDNOMAXDATETIME,99THPERCENTILE,98THPERCENTILE,95THPERCENTILE,90THPERCENTILE,75THPERCENTILE,50THPERCENTILE,10THPERCENTILE,LOCALSITENAME,ADDRESS,STATENAME,COUNTYNAME,CITYNAME,CBSANAME,DATEOFLASTCHANGE
36,061,0056,42401,1,40.75912,-73.96661,WGS84,Sulfur dioxide,1 HOUR,SO2 Annual 1971,Observed Values,INSTRUMENTAL - PULSED FLUORESCENT,1993,Parts per billion,No Events,8063,92,Y,338,365,0,480,,,Certified,0,17.836289,12.16117,97,1993-11-23 07:00,88,1993-01-15 09:00,87,1993-11-10 07:00,83,1993-03-02 04:00,,,,,60,50,41,34,24,15,5,PS 59,"PS 59, 228 E. 57TH STREET, MANHATTAN",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2021-11-10
33,009,9991,44201,9,,,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,1998,Parts per million,Events Included,8690,99,Y,182,183,0,0,1,1,Certification not required,0,0.041148,0.011277,0.076,1998-05-01 09:00,0.074,1998-04-15 10:00,0.071,1998-05-29 08:00,0.07,1998-03-28 12:00,,,,,0.074,0.07,0.062,0.055,0.05,0.045,0.037,Woodstock,"Hubbard Brook Experimental Forest, North Woodstock, NH 03262",New Hampshire,Grafton,,"Claremont-Lebanon, NH-VT",2021-03-20
36,061,0010,42602,1,40.739546,-73.985694,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour 2010,Daily Maximum 1-hour average,INSTRUMENTAL - CHEMILUMINESCENCE,1993,Parts per billion,No Events,11,0,N,0,365,0,1837,0,,Certified,0,,,,,,,,,,,,,,,56,56,56,56,56,56,56,,"MABEL DEAN HIGH SCH.ANNEX, 240 2ND AVE.",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2021-11-10
36,061,0056,42101,1,40.75912,-73.96661,WGS84,Carbon monoxide,1 HOUR,CO 1-hour 1971,Obseved hourly values,INSTRUMENTAL - NONDISPERSIVE INFRARED,1993,Parts per million,No Events,7932,91,Y,340,365,0,612,0,0,Certification not required,0,1.236107,0.648453,9.3,1993-03-05 10:00,7.5,1993-08-24 14:00,7.3,1993-10-20 18:00,6,1993-12-28 06:00,,,,,3.4,3,2.4,2,1.5,1.1,0.6,PS 59,"PS 59, 228 E. 57TH STREET, MANHATTAN",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2021-11-09
36,061,0092,42101,1,40.7455,-73.97704,WGS84,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,8-Hour running average (end hour) of observed hourly values,,1993,Parts per million,No Events,8717,100,Y,364,365,0,0,0,0,Certified,0,1.946759,0.813183,6.4,1993-09-27 13:00,6.3,1993-09-27 14:00,6.2,1993-09-27 12:00,5.9,1993-09-21 19:00,6.4,1993-09-27 13:00,5.9,1993-09-21 19:00,4.4,4.1,3.4,3,2.4,1.8,1,34TH STREET,225 E.34TH STREET;BTWN.2ND AND 3RD AVES.,New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2021-11-09
06,061,0056,81104,1,130.75912,-253.96661,WGS84,PM2.5 STP,24 HOUR,,Observed Values,LO-VOL-DICHOTOMOUS-SA246B-INLT - GRAVIMETRIC,1993,Micrograms/cubic meter (25 C),No Events,48,79,N,48,61,0,13,,,Certification not required,0,19.583333,8.929591,54,1993-03-02 00:00,50,1993-10-16 00:00,33,1993-07-12 00:00,31,1993-12-09 00:00,,,,,54,54,33,30,22,18,11,PS 59,"PS 59, 228 E. 57TH STREET, MANHATTAN",California,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2020-05-21
17,031,0042,44201,2,,,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,1997,Parts per million,Events Included,4719,86,Y,184,214,0,0,2,2,Certification not required,0,0.041109,0.015,0.089,1997-06-29 10:00,0.089,1997-07-01 12:00,0.083,1997-07-12 10:00,0.082,1997-07-26 11:00,,,,,0.089,0.082,0.068,0.062,0.05,0.04,0.026,SEARS TOWER,WACKER AT ADAMS,Illinois,Cook,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",2021-03-20
23,003,9991,44201,9,,,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,1997,Parts per million,Events Included,8511,95,Y,173,183,0,0,0,0,Certification not required,0,0.038249,0.011326,0.078,1997-07-02 12:00,0.072,1997-05-06 11:00,0.071,1997-08-10 16:00,0.068,1997-07-01 10:00,,,,,0.072,0.068,0.057,0.052,0.046,0.041,0.037,Ashland,"45 Radar Rd, Ashland, ME 04732",Maine,Aroostook,,,2021-03-20
17,119,9991,44201,9,,,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,1997,Parts per million,Events Included,8717,100,Y,214,214,0,0,16,16,Certification not required,0,0.052991,0.01536,0.102,1997-07-26 09:00,0.101,1997-10-04 10:00,0.095,1997-07-18 10:00,0.094,1997-08-03 11:00,,,,,0.095,0.093,0.08,0.072,0.063,0.053,0.039,Alhambra,"5403 State Road 160, Highland, IL 62249",Illinois,Madison,,"St. Louis, MO-IL",2021-03-20
55,085,0004,44201,1,,,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET,1997,Parts per million,Events Included,4188,99,Y,182,184,4188,0,0,0,Certification not required,0,0.04344,0.012047,0.08,1997-08-09 14:00,0.075,1997-10-03 14:00,0.072,1997-07-11 18:00,0.069,1997-06-12 10:00,,,,,0.075,0.069,0.064,0.058,0.052,0.043,0.028,HARSHAW FARM,"4398 GRACE LANE, HARSHAW",Wisconsin,Oneida,,,2021-03-20
01,003,0003,11101,1,120.55547,-267.71360,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1983,Micrograms/cubic meter (25 C),No Events,39,65,N,38,60,0,0,,,Certification not required,0,36.641026,13.571423,79,1983-04-13 00:00,72,1983-03-19 00:00,54,1983-03-31 00:00,53,1983-05-18 00:00,,,,,79,79,72,53,44,36,21,,"RACINE AND MICHIGAN ST, ROBERTSDALE, AL.",Alabama,Baldwin,Not in a city,"Daphne-Fairhope-Foley, AL",2020-05-21
01,031,0002,42402,1,121.05685,-267.25914,WGS84,Hydrogen sulfide,2 HOUR,,Observed Values,GAS-BUBBLER - METHYLENE BLUE(100ML TUBE+ORIFICE),1983,Parts per million,No Events,15,1,N,0,180,0,0,,,Certification not required,0,0.00016,0.000112,0.0005,1983-06-23 14:00,0.0002,1983-04-06 14:00,0.0002,1983-04-12 14:00,0.0002,1983-04-18 14:00,,,,,0.0005,0.0005,0.0005,0.0002,0.0002,0.0001,0.0001,,UNKNOWN,Alabama,Coffee,Enterprise,"Enterprise, AL",2020-05-21
01,051,0002,65321,1,122.58347,-265.93246,WGS84,Nitrate (precip),1 WEEK,,Observed Values,Precipitation - Nessler's reagent,1983,Milligrams/liter,No Events,28,46,N,28,61,0,0,,,Certification not required,0,0.4,0.442217,2.3,1983-11-08 00:00,1.1,1983-07-19 00:00,0.8,1983-11-16 00:00,0.7,1983-08-16 00:00,,,,,2.3,2.3,1.1,0.8,0.5,0.3,0.1,MONITOR LOCATED ON GROUNDS OF NATIONAL GUARD ARMORY.,"164 MCNEAL ST., TALLASSEE, AL 36078",Alabama,Elmore,Tallassee,"Montgomery, AL",2020-05-21
01,055,0003,12103,1,124.01121,-266.05747,WGS84,Arsenic (TSP) STP,24 HOUR,,Observed Values,HI-VOL - NEUTRON ACTIVATION ANALYZER,1983,Micrograms/cubic meter (25 C),No Events,26,43,N,26,60,0,0,,,Certification not required,0,0.001008,0.002178,0.0065,1983-12-02 00:00,0.0064,1983-06-17 00:00,0.0056,1983-04-30 00:00,0.0055,1983-11-08 00:00,,,,,0.0065,0.0065,0.0064,0.0056,0.0001,0.0001,0.0001,,WALNUT PARK FIRE STATION,Alabama,Etowah,Gadsden,"Gadsden, AL",2020-05-21
01,055,0003,12105,1,124.01121,-266.05747,WGS84,Beryllium (TSP) STP,24 HOUR,,Observed Values,HI-VOL - EMISSION SPECTRA ICAP,1983,Nanograms/cubic meter (25 C),No Events,26,43,N,26,60,0,0,,,Certification not required,0,0.099615,0.144595,0.33,1983-01-12 00:00,0.33,1983-01-24 00:00,0.33,1983-02-17 00:00,0.33,1983-03-01 00:00,,,,,0.33,0.33,0.33,0.33,0.25,0,0,,WALNUT PARK FIRE STATION,Alabama,Etowah,Gadsden,"Gadsden, AL",2020-05-21
36,061,0081,42101,1,40.76138,-73.9675,WGS84,Carbon monoxide,1 HOUR,CO 1-hour 1971,Obseved hourly values,INSTRUMENTAL - NONDISPERSIVE INFRARED,1993,Parts per million,No Events,4231,48,Y,178,365,0,377,0,0,Certified,0,2.919263,1.367844,16,1993-11-24 07:00,9.1,1993-10-14 20:00,9,1993-07-22 07:00,8.9,1993-10-09 00:00,,,,,6.7,6.1,5.2,4.6,3.8,2.8,1.2,BLOOMINGDALES DEPT STORE,BLOOMINGDALES - 1000 THIRD AVE (59TH ST),New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2021-11-09
36,061,0092,42101,1,40.7455,-73.97704,WGS84,Carbon monoxide,1 HOUR,CO 1-hour 1971,Obseved hourly values,INSTRUMENTAL - NONDISPERSIVE INFRARED,1993,Parts per million,No Events,8686,99,Y,364,365,0,74,0,0,Certified,0,1.940962,1.011181,9.8,1993-09-27 11:00,9.5,1993-09-27 10:00,8.8,1993-03-17 13:00,8.5,1993-09-26 22:00,,,,,5.1,4.6,3.8,3.2,2.5,1.8,0.8,34TH STREET,225 E.34TH STREET;BTWN.2ND AND 3RD AVES.,New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2021-11-09
06,061,0056,42603,1,130.75912,-253.96661,WGS84,Oxides of nitrogen (NOx),1 HOUR,,Observed Values,INSTRUMENTAL - CHEMILUMINESCENCE,1993,Parts per billion,No Events,7639,87,Y,322,365,0,1025,,,Certification not required,0,104.077628,56.414073,517,1993-11-11 06:00,491,1993-03-03 00:00,473,1993-11-11 07:00,441,1993-03-29 13:00,,,,,296,256,209,176,131,93,44,PS 59,"PS 59, 228 E. 57TH STREET, MANHATTAN",California,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2020-05-21
06,027,0101,44201,1,,,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,1997,Parts per million,Events Included,8270,90,Y,330,365,0,0,6,6,Certification not required,0,0.049458,0.00978,0.08,1997-06-11 15:00,0.079,1997-06-10 14:00,0.077,1997-06-15 11:00,0.077,1997-06-27 04:00,,,,,0.077,0.074,0.067,0.063,0.055,0.048,0.039,Death Valley NP - Park Village,"DEATH VALLEY NM, DEATH VALLEY, CA",California,Inyo,,"Bishop, CA",2021-03-20
06,027,0101,44201,1,,,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,1997,Parts per million,Events Included,5829,91,Y,333,365,0,0,13,13,Certification not required,0,0.049459,0.009908,0.08,1997-06-11 15:00,0.079,1997-06-10 14:00,0.077,1997-06-15 11:00,0.077,1997-06-27 07:00,,,,,0.077,0.074,0.067,0.064,0.056,0.048,0.039,Death Valley NP - Park Village,"DEATH VALLEY NM, DEATH VALLEY, CA",California,Inyo,,"Bishop, CA",2021-03-20
17,031,0042,44201,2,,,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET,1997,Parts per million,Events Included,4690,86,Y,184,214,4690,0,0,0,Certification not required,0,0.048451,0.017452,0.106,1997-07-01 16:00,0.102,1997-08-03 15:00,0.101,1997-06-29 12:00,0.095,1997-07-12 13:00,,,,,0.102,0.095,0.082,0.071,0.058,0.047,0.03,SEARS TOWER,WACKER AT ADAMS,Illinois,Cook,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",2021-03-20
24,019,9991,44201,9,,,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,1997,Parts per million,Events Included,8704,99,Y,212,214,0,0,25,25,Certification not required,0,0.059146,0.019247,0.11,1997-07-14 10:00,0.109,1997-06-25 11:00,0.104,1997-07-15 12:00,0.099,1997-07-28 11:00,,,,,0.104,0.098,0.093,0.086,0.073,0.057,0.043,Blackwater NWR,"Blackwater National Wildlife Refuge, Cambridge, MD 21613",Maryland,Dorchester,,"Cambridge, MD",2021-03-20
55,059,0022,44201,1,,,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET,1997,Parts per million,Events Included,3871,79,Y,168,214,3871,0,0,0,Certification not required,0,0.048429,0.015837,0.112,1997-07-12 14:00,0.095,1997-08-08 14:00,0.083,1997-07-18 12:00,0.083,1997-09-15 10:00,,,,,0.095,0.083,0.078,0.068,0.057,0.048,0.028,SHELTER LOCATED IN OPEN FIELD NORTH OF BUILDINGS AT 900 WOOD RD,"UW PARKSIDE, 900 WOOD RD, KENOSHA",Wisconsin,Kenosha,Not in a city,"Chicago-Naperville-Elgin, IL-IN-WI",2021-03-20
55,059,0022,44201,1,,,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,1997,Parts per million,Events Included,2861,78,Y,166,214,0,0,4,4,Certification not required,0,0.042133,0.014382,0.1,1997-07-12 12:00,0.083,1997-08-08 14:00,0.079,1997-06-05 13:00,0.078,1997-09-15 09:00,,,,,0.083,0.078,0.066,0.06,0.05,0.042,0.024,SHELTER LOCATED IN OPEN FIELD NORTH OF BUILDINGS AT 900 WOOD RD,"UW PARKSIDE, 900 WOOD RD, KENOSHA",Wisconsin,Kenosha,Not in a city,"Chicago-Naperville-Elgin, IL-IN-WI",2021-03-20
33,009,9991,44201,9,,,NAD83,Ozone,1 HOUR,Ozone 1-hour 1979,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET,1998,Parts per million,Events Included,8629,99,Y,182,183,8629,131,0,0,Certification not required,0,0.046538,0.011565,0.083,1998-07-15 10:00,0.079,1998-03-28 14:00,0.078,1998-04-15 16:00,0.078,1998-05-01 13:00,,,,,0.079,0.078,0.068,0.062,0.055,0.049,0.042,Woodstock,"Hubbard Brook Experimental Forest, North Woodstock, NH 03262",New Hampshire,Grafton,,"Claremont-Lebanon, NH-VT",2021-03-20
33,009,9991,44201,9,,,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,1998,Parts per million,Events Included,8690,99,Y,182,183,0,0,0,0,Certification not required,0,0.041148,0.011277,0.076,1998-05-01 09:00,0.074,1998-04-15 10:00,0.071,1998-05-29 08:00,0.07,1998-03-28 12:00,,,,,0.074,0.07,0.062,0.055,0.05,0.045,0.037,Woodstock,"Hubbard Brook Experimental Forest, North Woodstock, NH 03262",New Hampshire,Grafton,,"Claremont-Lebanon, NH-VT",2021-03-20
01,033,0042,11101,1,124.76203,-267.66225,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1983,Micrograms/cubic meter (25 C),No Events,52,87,Y,52,60,0,0,,,Certification not required,0,45.519231,16.573651,106,1983-08-10 00:00,94,1983-07-11 00:00,71,1983-08-22 00:00,69,1983-04-30 00:00,,,,,106,94,71,64,54,43,29,,1.4 MI. SW OF NFDC CHIMNEY,Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2020-05-21
01,043,0002,11101,1,124.17927,-266.84361,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1983,Micrograms/cubic meter (25 C),No Events,54,90,Y,53,60,0,0,,,Certification not required,0,53.333333,23.749479,155,1983-08-10 00:00,100,1983-08-16 00:00,95,1983-11-02 00:00,86,1983-03-01 00:00,,,,,155,100,95,81,64,47,31,,204 2ND AVE NE,Alabama,Cullman,Cullman,"Cullman, AL",2020-05-21
01,043,0003,44201,1,124.19482,-266.85639,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,1983,Parts per million,No Events,5072,70,N,192,275,0,0,23,23,Certification not required,0,0.050792,0.020581,0.099,1983-08-17 10:00,0.099,1983-08-21 10:00,0.093,1983-07-11 09:00,0.093,1983-07-13 09:00,,,,,0.099,0.093,0.084,0.079,0.064,0.051,0.028,LDP PARAMETERS ESTIMATED,"CULLMAN FAIRGROUNDS, CULLMAN COUNTY",Alabama,Cullman,Cullman,"Cullman, AL",2020-05-21
01,051,0002,65302,1,122.58347,-265.93246,WGS84,PH (precip),1 WEEK,,Observed Values,PRECIP - GLASS ELECTRODE,1983,pH Units,No Events,28,53,N,28,53,0,0,,,Certification not required,0,4.786786,0.648229,6.74,1983-06-14 00:00,6.53,1983-08-16 00:00,5.27,1983-05-17 00:00,5.13,1983-11-22 00:00,,,,,6.74,6.74,6.53,5.27,5.01,4.73,4.21,MONITOR LOCATED ON GROUNDS OF NATIONAL GUARD ARMORY.,"164 MCNEAL ST., TALLASSEE, AL 36078",Alabama,Elmore,Tallassee,"Montgomery, AL",2020-05-21
01,051,0002,65322,1,122.58347,-265.93246,WGS84,Sulfate (precip),1 WEEK,,Observed Values,PRECIP - COLORIMETRIC,1983,Milligrams/liter,No Events,28,53,N,28,53,0,0,,,Certification not required,0,1.051786,1.362014,6.93,1983-07-19 00:00,3.84,1983-11-08 00:00,1.84,1983-11-16 00:00,1.65,1983-08-29 00:00,,,,,6.93,6.93,3.84,1.84,1.21,0.58,0.23,MONITOR LOCATED ON GROUNDS OF NATIONAL GUARD ARMORY.,"164 MCNEAL ST., TALLASSEE, AL 36078",Alabama,Elmore,Tallassee,"Montgomery, AL",2020-05-21
01,055,0003,12132,1,124.01121,-266.05747,WGS84,Manganese (TSP) STP,24 HOUR,,Observed Values,HI-VOL - EMISSION SPECTRA ICAP,1983,Micrograms/cubic meter (25 C),No Events,26,43,N,26,60,0,0,,,Certification not required,0,0.093408,0.072272,0.2486,1983-08-16 00:00,0.2447,1983-11-08 00:00,0.2367,1983-10-03 00:00,0.204,1983-12-02 00:00,,,,,0.2486,0.2486,0.2447,0.2367,0.1261,0.0819,0.0261,,WALNUT PARK FIRE STATION,Alabama,Etowah,Gadsden,"Gadsden, AL",2020-05-21
01,055,0003,12164,1,124.01121,-266.05747,WGS84,Vanadium (TSP) STP,24 HOUR,,Observed Values,HI-VOL - EMISSION SPECTRA ICAP,1983,Micrograms/cubic meter (25 C),No Events,26,43,N,26,61,0,0,,,Certification not required,0,0.006738,0.003747,0.016,1983-10-03 00:00,0.014,1983-12-02 00:00,0.0138,1983-08-16 00:00,0.0126,1983-06-17 00:00,,,,,0.016,0.016,0.014,0.0138,0.0079,0.0057,0.0027,,WALNUT PARK FIRE STATION,Alabama,Etowah,Gadsden,"Gadsden, AL",2020-05-21
36,061,0010,42401,2,40.739546,-73.985694,WGS84,Sulfur dioxide,24-HR BLK AVG,SO2 24-hour 1971,Daily Average of observed values,,1993,Parts per billion,No Events,165,45,N,165,365,0,0,0,,Certified,0,19.234545,10.661034,64.2,1993-03-02 00:00,46.5,1993-02-20 00:00,44.3,1993-02-03 00:00,43.8,1993-01-15 00:00,,,,,46.5,43.8,38.9,34.1,25.7,17.3,7.5,,"MABEL DEAN HIGH SCH.ANNEX, 240 2ND AVE.",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2021-11-10
06,061,0010,42603,1,130.73955,-253.98569,WGS84,Oxides of nitrogen (NOx),1 HOUR,,Observed Values,INSTRUMENTAL - CHEMILUMINESCENCE,1993,Parts per billion,No Events,11,0,N,0,365,0,1837,,,Certification not required,0,71.545455,18.99665,93,1993-06-02 22:00,88,1993-06-02 21:00,88,1993-06-02 23:00,86,1993-06-02 19:00,,,,,93,93,93,88,88,84,49,,"MABEL DEAN HIGH SCH.ANNEX, 240 2ND AVE.",California,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2020-05-21
42,001,9991,44201,9,,,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,1997,Parts per million,Events Included,8564,99,Y,211,214,0,0,23,23,Certification not required,0,0.055014,0.016047,0.102,1997-07-14 10:00,0.099,1997-07-13 12:00,0.099,1997-07-15 12:00,0.087,1997-06-25 10:00,,,,,0.099,0.087,0.084,0.077,0.067,0.054,0.041,Arendtsville,"747 Winding Rd, Biglerville, PA 17307",Pennsylvania,Adams,,"Gettysburg, PA",2021-03-20
36,061,0056,81102,1,40.75912,-73.96661,WGS84,PM10 Total 0-10um STP,24 HOUR,PM10 24-hour 2006,Daily Mean,LO-VOL-DICHOTOMOUS-SA246B-INLT - GRAVIMETRIC,1993,Micrograms/cubic meter (25 C),No Events,48,79,N,48,61,0,13,0,0,Certified,0,30.354167,11.172705,72,1993-03-02 00:00,62,1993-10-16 00:00,48,1993-07-12 00:00,45,1993-04-25 00:00,,,,,72,72,48,44,35,29,18,PS 59,"PS 59, 228 E. 57TH STREET, MANHATTAN",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2021-11-09
23,003,9991,44201,9,,,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET,1997,Parts per million,Events Included,8474,96,Y,175,183,8474,286,0,0,Certification not required,0,0.041771,0.012059,0.09,1997-05-06 15:00,0.087,1997-07-02 17:00,0.077,1997-08-10 21:00,0.072,1997-07-01 12:00,,,,,0.087,0.072,0.062,0.056,0.05,0.044,0.039,Ashland,"45 Radar Rd, Ashland, ME 04732",Maine,Aroostook,,,2021-03-20
23,901,0001,44201,1,,,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET,1997,Parts per million,Events Included,3953,91,Y,166,183,3953,31,1,1,Certification not required,0,0.058199,0.018658,0.138,1997-06-30 21:00,0.117,1997-07-01 15:00,0.116,1997-07-17 16:00,0.115,1997-08-10 16:00,,,,,0.117,0.115,0.095,0.084,0.066,0.055,0.039,MS SCOTIA PRINCE FERRY FROM PORTLAND ME TO YARMOUTH NOVA SCOTIA &RET,MS SCOTIA PRINCE COMMERCIAL ST PORTLAND,Maine,MOBILE MONITORS,,,2021-03-20
42,001,9991,44201,9,,,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,1997,Parts per million,Events Included,8564,99,Y,211,214,0,0,7,7,Certification not required,0,0.055014,0.016047,0.102,1997-07-14 10:00,0.099,1997-07-13 12:00,0.099,1997-07-15 12:00,0.087,1997-06-25 10:00,,,,,0.099,0.087,0.084,0.077,0.067,0.054,0.041,Arendtsville,"747 Winding Rd, Biglerville, PA 17307",Pennsylvania,Adams,,"Gettysburg, PA",2021-03-20
01,033,0040,11101,1,124.73537,-267.87531,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1983,Micrograms/cubic meter (25 C),No Events,38,63,N,38,60,0,0,,,Certification not required,0,39.736842,20.183863,103,1983-07-11 00:00,97,1983-08-10 00:00,75,1983-08-22 00:00,67,1983-05-30 00:00,,,,,103,103,97,67,47,39,17,,"FM PLANT ACCESS RD,GO WEST ON 72, 1.1 MI",Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2020-05-21
01,033,0043,11101,1,124.73259,-267.85753,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1983,Micrograms/cubic meter (25 C),No Events,14,23,N,14,60,0,0,,,Certification not required,0,37.785714,10.941653,60,1983-10-03 00:00,48,1983-09-27 00:00,48,1983-11-02 00:00,47,1983-10-09 00:00,,,,,60,60,60,48,47,38,24,,TVA COLBERT 13   0.9 MI SW COLBERT FP,Alabama,Colbert,Not in a city,"Florence-Muscle Shoals, AL",2020-05-21
01,039,0001,11101,1,121.30573,-266.48857,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1983,Micrograms/cubic meter (25 C),No Events,42,70,N,42,60,0,0,,,Certification not required,0,44.761905,19.936251,102,1983-01-06 00:00,87,1983-10-03 00:00,84,1983-10-27 00:00,83,1983-07-11 00:00,,,,,102,102,84,76,57,39,25,,300 WEST WATSON ST.,Alabama,Covington,Andalusia,,2020-05-21
01,043,0003,44201,1,124.19482,-266.85639,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,1983,Parts per million,No Events,5072,70,N,192,275,0,0,8,8,Certification not required,0,0.050792,0.020581,0.099,1983-08-17 10:00,0.099,1983-08-21 10:00,0.093,1983-07-11 09:00,0.093,1983-07-13 09:00,,,,,0.099,0.093,0.084,0.079,0.064,0.051,0.028,LDP PARAMETERS ESTIMATED,"CULLMAN FAIRGROUNDS, CULLMAN COUNTY",Alabama,Cullman,Cullman,"Cullman, AL",2020-05-21
01,051,0002,65314,1,122.58347,-265.93246,WGS84,Calcium (precip),1 WEEK,,Observed Values,PRECIP - ATOMIC ABSORPTION,1983,Milligrams/liter,No Events,28,53,N,28,53,0,0,,,Certification not required,0,0.170714,0.154271,0.56,1983-05-24 00:00,0.56,1983-08-16 00:00,0.53,1983-06-14 00:00,0.29,1983-03-22 00:00,,,,,0.56,0.56,0.56,0.53,0.23,0.13,0.04,MONITOR LOCATED ON GROUNDS OF NATIONAL GUARD ARMORY.,"164 MCNEAL ST., TALLASSEE, AL 36078",Alabama,Elmore,Tallassee,"Montgomery, AL",2020-05-21
